index,pts_time,pkt_pts_time,pkt_dts_time,best_effort_timestamp_time,key_frame,pict_type,pkt_size,width,height
383,38.296144,,38.296144,38.296144,0,P,26225.0,1280.0,640.0
384,38.396356,,38.396356,38.396356,0,P,26229.0,1280.0,640.0
385,38.496178,,38.496178,38.496178,0,P,26296.0,1280.0,640.0
386,38.596178,,38.596178,38.596178,0,P,25707.0,1280.0,640.0
387,38.696178,,38.696178,38.696178,0,P,25620.0,1280.0,640.0
388,38.796178,,38.796178,38.796178,0,P,25352.0,1280.0,640.0
389,38.896378,,38.896378,38.896378,0,P,32202.0,1280.0,640.0
390,38.996122,,38.996122,38.996122,1,I,59823.0,1280.0,640.0
391,39.096111,,39.096111,39.096111,0,P,25935.0,1280.0,640.0
392,39.196467,,39.196467,39.196467,0,P,24686.0,1280.0,640.0
393,39.296111,,39.296111,39.296111,0,P,31124.0,1280.0,640.0
394,39.396111,,39.396111,39.396111,0,P,29513.0,1280.0,640.0
395,39.496111,,39.496111,39.496111,0,P,29101.0,1280.0,640.0
396,39.596111,,39.596111,39.596111,0,P,28999.0,1280.0,640.0
397,39.696111,,39.696111,39.696111,0,P,28577.0,1280.0,640.0
398,39.796111,,39.796111,39.796111,0,P,28731.0,1280.0,640.0
399,39.896111,,39.896111,39.896111,0,P,28820.0,1280.0,640.0
400,39.996111,,39.996111,39.996111,1,I,65643.0,1280.0,640.0
401,40.096111,,40.096111,40.096111,0,P,29875.0,1280.0,640.0
402,40.196011,,40.196011,40.196011,0,P,28925.0,1280.0,640.0
403,40.295911,,40.295911,40.295911,0,P,28753.0,1280.0,640.0
404,40.396056,,40.396056,40.396056,0,P,28333.0,1280.0,640.0
405,40.495978,,40.495978,40.495978,0,P,28408.0,1280.0,640.0
406,40.5959,,40.5959,40.5959,0,P,28276.0,1280.0,640.0
407,40.695967,,40.695967,40.695967,0,P,22894.0,1280.0,640.0
408,40.796033,,40.796033,40.796033,0,P,23151.0,1280.0,640.0
409,40.895944,,40.895944,40.895944,0,P,23519.0,1280.0,640.0
410,40.995856,,40.995856,40.995856,1,I,57931.0,1280.0,640.0
411,41.095944,,41.095944,41.095944,0,P,24604.0,1280.0,640.0
412,41.195922,,41.195922,41.195922,0,P,30051.0,1280.0,640.0
413,41.2959,,41.2959,41.2959,0,P,28681.0,1280.0,640.0
414,41.395878,,41.395878,41.395878,0,P,28238.0,1280.0,640.0
415,41.495856,,41.495856,41.495856,0,P,28508.0,1280.0,640.0
416,41.596522,,41.596522,41.596522,0,P,28719.0,1280.0,640.0
417,41.695889,,41.695889,41.695889,0,P,28702.0,1280.0,640.0
418,41.795911,,41.795911,41.795911,0,P,28367.0,1280.0,640.0
419,41.895933,,41.895933,41.895933,0,P,29215.0,1280.0,640.0
420,41.995811,,41.995811,41.995811,1,I,64952.0,1280.0,640.0
421,42.0958,,42.0958,42.0958,0,P,30831.0,1280.0,640.0
422,42.195789,,42.195789,42.195789,0,P,29122.0,1280.0,640.0
423,42.295778,,42.295778,42.295778,0,P,22819.0,1280.0,640.0
424,42.395767,,42.395767,42.395767,0,P,30147.0,1280.0,640.0
425,42.495756,,42.495756,42.495756,0,P,29089.0,1280.0,640.0
426,42.595744,,42.595744,42.595744,0,P,29347.0,1280.0,640.0
427,42.695733,,42.695733,42.695733,0,P,29604.0,1280.0,640.0
428,42.795722,,42.795722,42.795722,0,P,29325.0,1280.0,640.0
429,42.895711,,42.895711,42.895711,0,P,29378.0,1280.0,640.0
430,42.9957,,42.9957,42.9957,1,I,67295.0,1280.0,640.0
431,43.095833,,43.095833,43.095833,0,P,32032.0,1280.0,640.0
432,43.195656,,43.195656,43.195656,0,P,29735.0,1280.0,640.0
433,43.2957,,43.2957,43.2957,0,P,23371.0,1280.0,640.0
434,43.395744,,43.395744,43.395744,0,P,23659.0,1280.0,640.0
435,43.495633,,43.495633,43.495633,0,P,31065.0,1280.0,640.0
436,43.595722,,43.595722,43.595722,0,P,30592.0,1280.0,640.0
437,43.695678,,43.695678,43.695678,0,P,29985.0,1280.0,640.0
438,43.795633,,43.795633,43.795633,0,P,24062.0,1280.0,640.0
439,43.895589,,43.895589,43.895589,0,P,24871.0,1280.0,640.0
440,43.995544,,43.995544,43.995544,1,I,62290.0,1280.0,640.0
441,44.0955,,44.0955,44.0955,0,P,35001.0,1280.0,640.0
442,44.195589,,44.195589,44.195589,0,P,33564.0,1280.0,640.0
443,44.295544,,44.295544,44.295544,0,P,26400.0,1280.0,640.0
444,44.3955,,44.3955,44.3955,0,P,26438.0,1280.0,640.0
445,44.4956,,44.4956,44.4956,0,P,35052.0,1280.0,640.0
446,44.595544,,44.595544,44.595544,0,P,35110.0,1280.0,640.0
447,44.695489,,44.695489,44.695489,0,P,28096.0,1280.0,640.0
448,44.7957,,44.7957,44.7957,0,P,23098.0,1280.0,640.0
449,44.895656,,44.895656,44.895656,0,P,30526.0,1280.0,640.0
450,44.995611,,44.995611,44.995611,1,I,61971.0,1280.0,640.0
451,45.095467,,45.095467,45.095467,0,P,34457.0,1280.0,640.0
452,45.195511,,45.195511,45.195511,0,P,33490.0,1280.0,640.0
453,45.295556,,45.295556,45.295556,0,P,27612.0,1280.0,640.0
454,45.395389,,45.395389,45.395389,0,P,26607.0,1280.0,640.0
455,45.495367,,45.495367,45.495367,0,P,28098.0,1280.0,640.0
456,45.595344,,45.595344,45.595344,0,P,35681.0,1280.0,640.0
457,45.695322,,45.695322,45.695322,0,P,27292.0,1280.0,640.0
458,45.7953,,45.7953,45.7953,0,P,29528.0,1280.0,640.0
459,45.895278,,45.895278,45.895278,0,P,30122.0,1280.0,640.0
460,45.995522,,45.995522,45.995522,1,I,72104.0,1280.0,640.0
461,46.095278,,46.095278,46.095278,0,P,33126.0,1280.0,640.0
462,46.195256,,46.195256,46.195256,0,P,27155.0,1280.0,640.0
463,46.295233,,46.295233,46.295233,0,P,27967.0,1280.0,640.0
464,46.395211,,46.395211,46.395211,0,P,27648.0,1280.0,640.0
465,46.495189,,46.495189,46.495189,0,P,28329.0,1280.0,640.0
466,46.595167,,46.595167,46.595167,0,P,28544.0,1280.0,640.0
467,46.695144,,46.695144,46.695144,0,P,29458.0,1280.0,640.0
468,46.795122,,46.795122,46.795122,0,P,29242.0,1280.0,640.0
469,46.8951,,46.8951,46.8951,0,P,29675.0,1280.0,640.0
470,46.995078,,46.995078,46.995078,1,I,73333.0,1280.0,640.0
471,47.095056,,47.095056,47.095056,0,P,30673.0,1280.0,640.0
472,47.195033,,47.195033,47.195033,0,P,31026.0,1280.0,640.0
473,47.295011,,47.295011,47.295011,0,P,25438.0,1280.0,640.0
474,47.394989,,47.394989,47.394989,0,P,24505.0,1280.0,640.0
475,47.494967,,47.494967,47.494967,0,P,23636.0,1280.0,640.0
